case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,weak_row_structure_feature_rows,weak_row_structure_feature_rank,weak_row_structure_feature_condition,weak_row_structure_direction_count,weak_row_structure_feature_norm,source_jacobian_feature_used,active_velocity_feature_used,cross_gram_feature_used,hadamard_feature_used,commutator_feature_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,weak_row_structure_projected_correction_norm,weak_row_structure_correction_residual_norm,weak_row_structure_correction_relative_residual,max_weak_row_structure_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,weak_row_structure_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.04,universal_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,256,54,5.5710722573541956e+04,256,6.5023212115593743e-01,True,True,False,False,True,False,8,132,24,29,5,2.2905110094198722e+03,3.7127280938507345e-01,3.6464473007478193e-01,2.3837955001941274e-01,2.7593653129633305e-01,7.5672705112108307e-01,9.9214876647879036e-01,2.7593653129633305e-01,7.4321772109667106e-01,9.9030198830521510e-01,1.7766923565128298e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_weak_row_structure_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_stage_scalar_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",6,24,8,16,24,16,272,62,2.9924450692732215e+04,272,4.0525056213881987e+00,True,True,False,False,True,False,8,132,24,29,5,2.2905110094199704e+03,3.7127280938507345e-01,3.6464473007478193e-01,2.3837955001941658e-01,2.7593653129633305e-01,7.5672705112108307e-01,9.9214876647879036e-01,2.7593653129633305e-01,7.4321772109667106e-01,9.9030198830521510e-01,9.9090780622992322e-15,7.6071816433064978e-18,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",1,24,8,16,24,16,16,0,inf,16,1.7653290626082737e-15,True,True,True,False,False,False,8,132,24,32,8,4.3910185726506062e+09,3.7127280938507345e-01,3.6505364663439654e-01,1.8752651622427403e-02,3.6457167056451162e-01,9.9867971166887803e-01,9.9999729191295128e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054670e-01,9.4619200564944972e-01,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_hadamard_rows_perp,pairwise source-row and non-final velocity-row Hadamard products residualized against source rows,"0,1",1,24,8,16,24,16,256,56,3.4482174569027862e+04,256,3.2670137715705483e-01,True,True,False,True,False,False,8,132,24,28,4,8.6132135806193060e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093212430e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,5.2071561203793473e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_hadamard_rows_perp,active non-final velocity plus source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,272,64,1.8984704541502515e+05,272,4.0133195474365504e+00,True,True,False,True,False,False,8,132,24,28,4,8.6132135806195174e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093213491e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,1.4873876801247394e-14,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_cross_hadamard_rows_perp,cross-Gram weighted source/active Hadamard weak-row structure rows,"0,1",1,24,8,16,24,16,256,0,inf,256,7.9346215281701848e-17,True,True,True,True,False,False,8,132,24,28,4,8.6132135806203439e+02,3.7127280938507345e-01,3.6505364663439654e-01,2.5806491093213796e-01,2.5819888974716110e-01,7.0729026302741982e-01,9.9214876647800720e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,2.4372625314970704e-14,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,weak_source_active_shifted_commutator_rows_perp,shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,256,54,5.5710722573541956e+04,256,6.5023212115593743e-01,True,True,False,False,True,False,8,132,24,29,5,2.2905112755043947e+03,3.7127280938507345e-01,3.6505364663439654e-01,2.3900459329732102e-01,2.7593653129633300e-01,7.5587939975486707e-01,9.9214876647800720e-01,2.7593653129633305e-01,7.4321772109667106e-01,9.9030198830521510e-01,2.7437751485754070e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,case_local_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,case_local_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,case_local_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_shifted_commutator_rows_perp,active non-final velocity plus shifted source/active commutator-like weak-row structure products,"0,1",1,24,8,16,24,16,272,62,2.9924450692732215e+04,272,4.0525056213881987e+00,True,True,False,False,True,False,8,132,24,29,5,2.2905112755040318e+03,3.7127280938507345e-01,3.6505364663439654e-01,2.3900459329732510e-01,2.7593653129633305e-01,7.5587939975486718e-01,9.9214876647800720e-01,2.7593653129633305e-01,7.4321772109667106e-01,9.9030198830521510e-01,9.9368393915064680e-15,1.0969092796788381e-33,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_active_cross_gram_rows_perp,source/active cross-Gram weighted non-final velocity rows residualized against source rows,"0,1",6,24,8,16,24,16,16,0,inf,16,1.7653290626082737e-15,True,True,True,False,False,False,8,132,24,32,8,4.3910193896950626e+09,3.7127280938507345e-01,3.6499396871481160e-01,1.7552612910617764e-02,3.6457167056451162e-01,9.9884299964794776e-01,9.9999729191272957e-01,3.6457167056451162e-01,9.8195090334877821e-01,9.9958580208054659e-01,9.4619200564944994e-01,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,weak_source_active_hadamard_rows_perp,pairwise source-row and non-final velocity-row Hadamard products residualized against source rows,"0,1",6,24,8,16,24,16,256,56,3.4482174569027862e+04,256,3.2670137715705483e-01,True,True,False,True,False,False,8,132,24,28,4,8.6132143302209738e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5798048478813795e-01,2.5819888974716138e-01,7.0740590770941025e-01,9.9214876647798067e-01,2.5819888974716138e-01,6.9544249732375352e-01,9.9030198830521510e-01,6.9447257891143257e-15,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.04,universal_weak_row_structure_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_weak_row_structure_capacity_gap_not_full_tfe,,universal_weak_row_structure_capacity_nonfinal_component_diagonal_value_fit,all_case_h_weak_row_structure_capacity_oracle_fit,active_plus_weak_source_active_hadamard_rows_perp,active non-final velocity plus source/active Hadamard weak-row structure rows,"0,1",6,24,8,16,24,16,272,64,1.8984704541502515e+05,272,4.0133195474365504e+00,True,True,False,True,False,False,8,132,24,28,4,8.6132143302265979e+02,3.7127280938507345e-01,3.6499396871481160e-01,2.5798048478814462e-01,2.5819888974716110e-01,7.0740590770940948e-01,9.9214876647798067e-01,2.5819888974716110e-01,6.9544249732375274e-01,9.9030198830521510e-01,1.4209363557790104e-14,2.6003532570117728e-19,True,True,True,False,True,True,False,False,False,False,False,"The tested source/active cross-Gram, Hadamard, and shifted-commutator weak-row structures do not reproduce the local correction.",derive a revised analytical weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests target-free algebraic weak-row structure features built from source Jacobian rows and active non-final velocity rows. The target Jacobian is used only to evaluate capacity, so this is not an accepted full-TFE stage replacement."
