suite_id,lane_id,method,example,readiness_status,source_policy_closed,ready_to_launch_after_explicit_opt_in,source_policy_1e_4_opt_in_required,current_claim_requires_source_policy_execution,demotion_audit,post_execution_decision,primary_promotion_blocker,promotion_evidence_ref,command_refs
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rA,four_link,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_four_link_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rA,slider_crank,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_slider_crank_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_reps,single_pendulum,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_single_floor_limited_public_h_tranche_not_promoted,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_single_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_reps,double_pendulum,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_double_low_order_floor_limited_constraint_not_promoted,RA2021_DOUBLE_SOURCE_POLICY_LOW_ORDER_DIAGNOSIS.json,ra2021_public_timing_all_forms_models|ra2021_double_order_all_forms
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_reps,four_link,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_four_link_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_reps,slider_crank,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_slider_crank_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rp,single_pendulum,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_single_floor_limited_public_h_tranche_not_promoted,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_single_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rp,double_pendulum,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_double_low_order_floor_limited_constraint_not_promoted,RA2021_DOUBLE_SOURCE_POLICY_LOW_ORDER_DIAGNOSIS.json,ra2021_public_timing_all_forms_models|ra2021_double_order_all_forms
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rp,four_link,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_four_link_source_policy_trio
ra2021_absolute_coordinate,ra2021_source_policy_work_precision,ra2021_rp,slider_crank,approved_driver_outputs_present_not_promoted,False,True,True,True,,not_promoted,ra2021_closed_loop_T0p1_mixed_reference_not_source_policy,RA2021_SOURCE_POLICY_ROW_AUDIT.json,ra2021_public_timing_all_forms_models|gauss6_public_slider_crank_source_policy_trio
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_Newmark_beta,single_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,paper_spec_candidate_runner_not_source_policy_equivalent,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_Newmark_beta,double_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_Newmark_beta,four_link,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_Newmark_beta,slider_crank,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m1,single_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,paper_spec_candidate_runner_not_source_policy_equivalent,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m1,double_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m1,four_link,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m1,slider_crank,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m2,single_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,paper_spec_candidate_runner_not_source_policy_equivalent,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m2,double_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m2,four_link,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_TFE_m2,slider_crank,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_trapezoidal,single_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,paper_spec_candidate_runner_not_source_policy_equivalent,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_trapezoidal,double_pendulum,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_trapezoidal,four_link,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
tfe2026_original_pendulum,tfe_source_policy_work_precision,tfe2026_trapezoidal,slider_crank,attempted_not_reproducible,False,False,,False,TFE_B4_B7_SOURCE_POLICY_DEMOTION_AUDIT.json,attempted_not_reproducible,tfe_source_paper_pendulum_suite_does_not_define_this_mechanism_runner,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
vp2024_velocity_partitioning,vp2024_source_code_path_work_precision,vp2024_coordinate_partitioning_rA,single_pendulum,attempted_not_reproducible,False,False,False,False,VP2024_CODE_PATH_DISPOSITION_AUDIT.json,attempted_not_reproducible,distinct_public_vp2024_code_path_not_found_proxy_not_source_policy,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
vp2024_velocity_partitioning,vp2024_source_code_path_work_precision,vp2024_coordinate_partitioning_rA,double_pendulum,attempted_not_reproducible,False,False,False,False,VP2024_CODE_PATH_DISPOSITION_AUDIT.json,attempted_not_reproducible,distinct_public_vp2024_code_path_not_found_proxy_not_source_policy,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
vp2024_velocity_partitioning,vp2024_source_code_path_work_precision,vp2024_coordinate_partitioning_rA,four_link,attempted_not_reproducible,False,False,False,False,VP2024_CODE_PATH_DISPOSITION_AUDIT.json,attempted_not_reproducible,distinct_public_vp2024_code_path_not_found_proxy_not_source_policy,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
vp2024_velocity_partitioning,vp2024_source_code_path_work_precision,vp2024_coordinate_partitioning_rA,slider_crank,attempted_not_reproducible,False,False,False,False,VP2024_CODE_PATH_DISPOSITION_AUDIT.json,attempted_not_reproducible,distinct_public_vp2024_code_path_not_found_proxy_not_source_policy,SOURCE_POLICY_SELF_REPRODUCTION_ATTEMPT_AUDIT.json,
